City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Delhi,Bike,Rainy,Stable,Wednesday,10,105.2646,0,0,100.7317,0.332
Bengalore,Bike,Hot,Stable,Sunday,8,97.0897,0,0,88.2634,0.2699
Kolkata,Bike,Rainy,Booming,Friday,23,36.2783,0,0,34.716,0.0801
Mumbai,Bike,Storm,Booming,Saturday,6,44.3206,0,0,35.4565,0.4452
Pune,Bus,Snowy,Booming,Sunday,17,83.2957,0,0,83.2957,0.1951
Bengalore,Rickshaw,Rainy,Recession,Friday,4,32.7983,0,0,47.079,0.0688
Delhi,Bike,Hot,Recession,Monday,11,40.7911,0,0,37.0828,0.209
Pune,Bike,Snowy,Booming,Thursday,12,35.3851,0,0,28.3081,0.2266
Chennai,Bike,Storm,Recession,Sunday,6,76.3171,0,0,61.0537,0.175
Kolkata,Bike,Clear,Recession,Saturday,23,72.5165,0,0,65.9241,0.0336
Delhi,Bike,Hot,Booming,Friday,22,42.6658,0,0,38.787,0.5299
Bengalore,Bus,Snowy,Recession,Sunday,18,71.1336,0,0,85.088,0.0524
Kolkata,Bike,Hot,Recession,Tuesday,18,91.3043,1,0,56.7548,0.0154
Pune,Bike,Rainy,Booming,Tuesday,9,49.6351,0,0,39.708,0.1439
Chennai,Bike,Snowy,Recession,Tuesday,15,57.9276,0,0,46.3421,0.1638
Chennai,Bike,Hot,Booming,Friday,11,23.7484,0,1,18.9987,0.5265
Kolkata,Bike,Hot,Recession,Thursday,11,48.9805,0,0,49.4753,0.053
Kolkata,Car,Hot,Booming,Friday,11,23.0309,0,0,13.0858,0.1401
Delhi,Car,Storm,Booming,Wednesday,14,43.9654,0,0,26.2951,0.41
Chennai,Car,Hot,Booming,Saturday,13,26.9863,1,0,13.4932,0.772
Pune,Car,Snowy,Booming,Tuesday,20,86.145,0,0,43.0725,0.2289
Bengalore,Bike,Snowy,Recession,Thursday,20,32.5241,0,0,28.8181,0.0255
Delhi,Bike,Snowy,Booming,Sunday,20,58.1833,0,0,48.9964,0.8993
Bengalore,Bike,Storm,Stable,Thursday,10,38.83,0,0,51.6082,0.3357
Pune,Bike,Clear,Stable,Saturday,4,56.3571,0,0,45.0857,0.2455
Pune,Car,Storm,Stable,Saturday,16,45.3036,0,0,22.6518,0.4022
Delhi,Bike,Hot,Recession,Friday,10,23.0764,0,0,20.9785,0.1289
Pune,Bike,Clear,Recession,Friday,7,14.6843,1,0,11.7474,0.0963
Delhi,Car,Rainy,Stable,Tuesday,17,101.3764,1,0,48.5055,0.4759
Kolkata,Bike,Snowy,Recession,Wednesday,19,28.1118,0,0,22.9925,0.0541
Bengalore,Bike,Hot,Booming,Wednesday,22,99.1918,0,0,90.1744,0.2784
Kolkata,Bike,Snowy,Booming,Monday,20,37.8518,0,0,30.9588,0.066
Mumbai,Car,Clear,Recession,Monday,14,26.0479,0,0,13.024,0.1935
Kolkata,Bike,Storm,Stable,Saturday,7,93.8704,0,0,99.8091,0.067
Chennai,Bus,Storm,Booming,Saturday,12,26.7635,1,0,26.7635,0.7987
Chennai,Bike,Snowy,Recession,Sunday,12,32.9778,1,0,26.3822,0.3344
Chennai,Bike,Storm,Stable,Monday,16,90.8348,0,1,80.742,0.3944
Chennai,Bike,Snowy,Recession,Wednesday,13,39.3277,0,0,31.4621,0.1884
Kolkata,Bike,Clear,Recession,Tuesday,15,56.7026,0,0,51.5478,0.0298
Bengalore,Bike,Rainy,Recession,Saturday,0,67.2349,0,0,64.3396,0.075
Bengalore,Car,Clear,Stable,Tuesday,15,39.2596,0,0,22.3066,0.156
Mumbai,Bike,Snowy,Recession,Sunday,5,103.4202,0,0,82.7361,0.0605
Pune,Bike,Clear,Booming,Sunday,11,96,0,0,78.3577,0.2915
Bengalore,Bike,Clear,Stable,Tuesday,18,87.2132,1,0,58.7295,0.3388
Delhi,Bike,Hot,Stable,Thursday,8,100.713,1,0,73.2458,0.4822
Bengalore,Bike,Clear,Stable,Tuesday,1,33.4053,0,0,30.3684,0.1769
Mumbai,Bike,Hot,Recession,Friday,9,114.4144,0,0,91.5315,0.0349
Delhi,Bike,Clear,Stable,Saturday,7,107.4313,0,0,97.6648,0.5176
Mumbai,Bike,Clear,Booming,Monday,9,109.2834,0,0,87.4267,0.4481
Mumbai,Bike,Clear,Recession,Sunday,3,69.3223,0,0,61.6198,0.079
Delhi,Car,Hot,Booming,Friday,19,31.4835,0,0,31.9435,0.6791
Bengalore,Car,Clear,Recession,Thursday,20,50.1679,0,0,39.5896,0.0387
Bengalore,Bike,Storm,Recession,Monday,8,56.5097,1,0,43.261,0.1207
Mumbai,Bus,Storm,Booming,Wednesday,14,63.656,0,1,63.656,0.4839
Mumbai,Bus,Clear,Stable,Friday,16,61.5152,0,0,61.5152,0.3658
Bengalore,Car,Hot,Booming,Saturday,0,81.3018,0,0,46.1942,0.3015
Chennai,Rickshaw,Storm,Stable,Monday,22,91.0157,0,0,109.2189,0.4951
Kolkata,Bike,Rainy,Stable,Friday,22,31.2036,0,0,29.8599,0.1275
Chennai,Bus,Storm,Booming,Sunday,16,62.0059,0,0,62.0059,0.9777
Mumbai,Car,Storm,Recession,Wednesday,2,93.0594,0,0,46.5297,0.1228
Kolkata,Bike,Clear,Booming,Sunday,16,69.7219,0,0,63.3835,0.057
Kolkata,Bike,Storm,Booming,Friday,1,25.8427,0,0,24.7299,0.0777
Chennai,Car,Rainy,Stable,Monday,20,72.5827,0,0,36.2914,0.5883
Mumbai,Car,Snowy,Booming,Wednesday,9,34.9948,0,0,17.4974,0.4262
Pune,Bike,Snowy,Recession,Sunday,3,56.7372,0,0,45.3897,0.1252
Chennai,Bus,Rainy,Booming,Saturday,14,23.1494,1,1,23.1494,0.5094
Kolkata,Bike,Clear,Booming,Monday,9,61.5592,0,0,55.963,0.1114
Bengalore,Bike,Hot,Booming,Thursday,8,74.4957,1,0,54.1787,0.2078
Mumbai,Rickshaw,Rainy,Stable,Wednesday,11,23.7811,0,0,28.5373,0.5121
Delhi,Bike,Snowy,Stable,Wednesday,20,59.1764,0,0,57.2002,0.3771
Chennai,Rickshaw,Hot,Booming,Thursday,3,33.5641,0,0,40.2769,0.4646
Mumbai,Bus,Snowy,Booming,Friday,8,22.3518,1,0,22.3518,0.3532
Mumbai,Bus,Storm,Stable,Tuesday,23,43.2551,0,0,43.2551,0.4028
Chennai,Bike,Hot,Stable,Wednesday,8,51.7456,1,0,41.3965,0.3403
Bengalore,Bike,Hot,Recession,Sunday,19,77.2353,0,0,70.2139,0.0977
Chennai,Car,Hot,Stable,Saturday,8,19.4386,0,0,9.7193,0.9495
Chennai,Car,Rainy,Recession,Wednesday,2,80.8388,0,0,40.4194,0.1157
Mumbai,Rickshaw,Rainy,Recession,Wednesday,17,45.7971,1,0,54.9566,0.2003
Mumbai,Bus,Rainy,Booming,Wednesday,22,20.0001,0,0,25.0001,0.556
Bengalore,Bike,Clear,Recession,Tuesday,8,32.4969,1,0,23.6341,0.0891
Chennai,Bike,Storm,Recession,Saturday,21,109.6187,0,0,87.695,0.0488
Chennai,Bike,Hot,Stable,Saturday,4,108,0,0,89.6172,0.6614
Chennai,Car,Clear,Recession,Monday,9,82.1224,0,0,41.0612,0.2364
Mumbai,Bike,Hot,Recession,Monday,16,20.721,0,0,16.5768,0.0968
Pune,Bike,Storm,Stable,Tuesday,21,74.1653,0,0,65.9247,0.121
Bengalore,Car,Rainy,Booming,Monday,14,73.8675,0,0,44.1791,0.2267
Bengalore,Bus,Storm,Recession,Tuesday,13,69.4855,0,0,83.1166,0.0839
Pune,Bike,Hot,Booming,Wednesday,17,56.4296,1,0,45.1437,0.185
Delhi,Bike,Rainy,Recession,Wednesday,21,18.6598,0,0,18.0367,0.2814
Mumbai,Bike,Hot,Stable,Wednesday,2,79.0827,0,0,63.2661,0.169
Bengalore,Bike,Rainy,Recession,Friday,12,54.9299,0,0,52.5645,0.1315
Bengalore,Rickshaw,Clear,Recession,Monday,6,58.9386,0,0,80.3708,0.0577
Kolkata,Bike,Hot,Stable,Friday,5,81.7497,0,0,74.3179,0.0685
Pune,Bike,Clear,Stable,Sunday,14,18.0031,1,0,14.4025,0.1311
Kolkata,Bike,Snowy,Booming,Tuesday,2,45.3775,0,0,54.2793,0.1168
Mumbai,Bike,Clear,Stable,Monday,1,103.9007,0,0,83.1206,0.3084
Chennai,Bike,Rainy,Booming,Sunday,23,38.0989,0,0,30.4791,0.5752
Chennai,Car,Rainy,Stable,Wednesday,20,24.1894,0,0,12.0947,0.5414
Mumbai,Bike,Rainy,Recession,Monday,17,95.04,1,0,84.2191,0.1457
Chennai,Bike,Rainy,Recession,Wednesday,3,69.7283,0,0,55.7826,0.1987
Bengalore,Rickshaw,Rainy,Booming,Monday,12,14.3599,0,0,20.6123,0.3293
Bengalore,Car,Rainy,Booming,Thursday,12,13.9915,0,0,8.3681,0.3243
Pune,Car,Clear,Stable,Monday,17,56.7103,1,0,28.3551,0.268
Bengalore,Bike,Hot,Booming,Sunday,8,39.3072,0,0,55.8341,0.2032
Bengalore,Bike,Clear,Recession,Sunday,15,51.9968,0,0,47.2699,0.1381
Pune,Rickshaw,Rainy,Booming,Sunday,9,49.855,0,0,59.826,0.2619
Delhi,Car,Snowy,Booming,Sunday,2,48.7723,0,0,29.17,0.438
Pune,Bike,Rainy,Stable,Wednesday,17,49.1383,1,0,39.3107,0.1318
Pune,Car,Snowy,Booming,Thursday,5,30.4359,0,0,15.2179,0.1717
Kolkata,Bike,Snowy,Stable,Wednesday,22,74.414,0,0,71.2096,0.076
Mumbai,Car,Clear,Stable,Thursday,3,29.3586,0,0,14.6793,0.504
Kolkata,Bike,Storm,Recession,Saturday,0,73.726,0,0,70.5512,0.0408
Chennai,Car,Hot,Stable,Thursday,5,81.7473,0,0,40.8737,0.853
Mumbai,Car,Snowy,Stable,Saturday,9,55.6681,0,0,27.8341,0.3038
Mumbai,Bike,Clear,Recession,Tuesday,9,114.4907,0,0,91.5925,0.0659
Pune,Bus,Hot,Recession,Sunday,19,76.4135,0,0,76.4135,0.0435
Kolkata,Bike,Rainy,Booming,Monday,4,78.1655,0,0,74.7995,0.0784
Kolkata,Bike,Snowy,Recession,Saturday,7,50.5852,0,0,48.4069,0.08
Pune,Rickshaw,Snowy,Booming,Wednesday,9,62.5742,0,0,75.089,0.1938
Mumbai,Bus,Snowy,Stable,Wednesday,11,37.4104,0,0,37.4104,0.3703
Chennai,Car,Clear,Booming,Thursday,7,46.0197,1,0,23.0099,0.4449
Bengalore,Bike,Rainy,Booming,Friday,1,15.631,0,0,14.9579,0.1398
Kolkata,Bike,Snowy,Stable,Saturday,11,101.8972,0,0,97.5093,0.0566
Delhi,Bike,Clear,Stable,Thursday,17,31.9736,1,0,36.9103,0.4996
Pune,Bus,Rainy,Stable,Thursday,11,21.3542,0,0,21.3542,0.2178
Mumbai,Bike,Storm,Stable,Wednesday,6,119.9135,0,0,95.9308,0.3751
Pune,Bike,Hot,Stable,Sunday,16,71.9847,0,0,57.5877,0.1854
Chennai,Rickshaw,Rainy,Recession,Wednesday,10,20.5213,0,0,24.6256,0.5072
Pune,Car,Snowy,Stable,Monday,10,29.3959,0,0,14.698,0.2152
Bengalore,Bike,Hot,Recession,Friday,7,29.3167,1,0,21.3212,0.0946
Chennai,Bike,Clear,Stable,Wednesday,8,84.5691,1,0,67.6552,0.3754
Chennai,Bike,Storm,Stable,Sunday,13,85.5454,1,0,68.4363,0.53
Chennai,Bike,Snowy,Booming,Thursday,18,59.3801,1,0,52.7823,0.2926
Pune,Bike,Hot,Stable,Saturday,16,24.4429,0,0,19.5543,0.3074
Bengalore,Bike,Rainy,Recession,Thursday,7,23.4753,1,0,17.9715,0.1132
Kolkata,Bike,Storm,Booming,Friday,11,52.7012,0,0,50.4318,0.1219
Mumbai,Bike,Clear,Stable,Monday,21,28.9021,0,0,25.6907,0.4674
Bengalore,Bike,Rainy,Recession,Friday,17,63.5333,1,0,48.6379,0.0472
Kolkata,Car,Clear,Booming,Monday,7,83.5435,1,0,37.9743,0.1568
Delhi,Bike,Clear,Booming,Monday,9,86.6136,0,0,78.7396,0.5902
Bengalore,Bike,Storm,Booming,Sunday,3,36.6212,0,0,35.0442,0.3361
Chennai,Bike,Rainy,Booming,Thursday,9,48.0393,0,0,38.4314,0.6211
Chennai,Car,Snowy,Booming,Tuesday,5,39.8558,0,0,19.9279,0.3391
Kolkata,Bike,Storm,Recession,Thursday,4,52.1203,0,0,49.8759,0.0364
Delhi,Car,Clear,Recession,Thursday,11,46.0321,0,0,26.1546,0.0963
Delhi,Bike,Clear,Recession,Tuesday,3,29.6786,0,0,26.9806,0.2242
Delhi,Bike,Hot,Booming,Wednesday,7,22.0853,1,0,16.062,0.5234
Bengalore,Bike,Hot,Recession,Thursday,19,82.6993,0,0,69.6122,0.0619
Pune,Bike,Clear,Stable,Tuesday,18,27.3231,1,0,24.2872,0.1525
Pune,Bike,Snowy,Booming,Sunday,15,15.1865,0,0,12.1492,0.3445
Pune,Bus,Clear,Stable,Thursday,3,49.2207,0,0,49.2207,0.3047
Pune,Car,Snowy,Booming,Friday,11,62.263,0,0,31.1315,0.2152
Kolkata,Bike,Hot,Booming,Thursday,6,24.5242,0,0,22.2947,0.0723
Kolkata,Bike,Clear,Recession,Friday,13,75.2627,0,0,68.4207,0.0396
Delhi,Car,Storm,Stable,Saturday,7,23.5909,0,0,17.2448,1
Pune,Bus,Snowy,Recession,Tuesday,15,45.1912,0,0,45.1912,0.1359
Pune,Rickshaw,Snowy,Recession,Wednesday,12,22.236,0,0,26.6832,0.086
Mumbai,Bike,Clear,Recession,Friday,13,60.1948,0,0,48.1558,0.0868
Mumbai,Bike,Snowy,Booming,Wednesday,14,31.2117,0,0,24.9693,0.5138
Pune,Bike,Storm,Booming,Wednesday,10,87.1831,0,0,69.7465,0.1798
Chennai,Car,Rainy,Recession,Wednesday,2,47.6661,0,0,23.833,0.1989
Chennai,Car,Clear,Recession,Wednesday,10,64.8835,0,0,32.4418,0.2019
Bengalore,Car,Storm,Recession,Thursday,19,32.292,0,0,19.3134,0.0525
Kolkata,Bike,Storm,Stable,Monday,12,80.2777,0,0,76.8208,0.0918
Bengalore,Bike,Hot,Stable,Tuesday,2,21.7648,0,0,19.7862,0.268
Delhi,Bike,Clear,Recession,Tuesday,21,50.6871,0,0,46.5447,0.1131
Chennai,Bike,Hot,Stable,Tuesday,23,107.3339,0,1,85.8671,0.5063
Pune,Car,Hot,Recession,Wednesday,3,80.8966,0,0,40.4483,0.1371
Mumbai,Bike,Hot,Stable,Thursday,21,35.9584,0,0,31.963,0.1551
Kolkata,Car,Clear,Booming,Wednesday,15,79.15,0,0,44.9716,0.0669
Delhi,Bike,Storm,Recession,Wednesday,3,70.8912,0,0,67.8385,0.2995
Delhi,Bike,Snowy,Booming,Thursday,13,27.5372,0,0,26.3514,0.3796
Kolkata,Bike,Storm,Stable,Saturday,15,46.6845,0,0,44.6742,0.0674
Kolkata,Bike,Hot,Stable,Saturday,15,55.7283,0,0,50.6621,0.0707
Mumbai,Car,Snowy,Recession,Sunday,3,33.0649,0,0,16.5324,0.2503
Pune,Car,Storm,Stable,Wednesday,4,82.5171,0,0,41.2585,0.1827
Kolkata,Car,Snowy,Booming,Saturday,14,90.1797,1,0,43.1482,0.0599
Mumbai,Rickshaw,Hot,Stable,Wednesday,22,71.7676,0,0,86.1211,0.1518
Kolkata,Bike,Snowy,Stable,Tuesday,9,38.5031,0,0,36.8451,0.1195
Pune,Bus,Clear,Booming,Wednesday,5,50.1066,0,1,50.1066,0.2421
Pune,Bike,Storm,Recession,Tuesday,6,101.0072,0,0,80.8057,0.0669
Delhi,Bike,Clear,Booming,Wednesday,1,64.1693,0,0,58.3357,0.3852
Pune,Rickshaw,Clear,Booming,Saturday,9,55.2512,0,0,66.3014,0.5108
Chennai,Bus,Storm,Booming,Monday,7,23.487,1,0,23.487,1
Mumbai,Car,Snowy,Stable,Saturday,15,20.9538,0,0,10.4769,0.63
Chennai,Car,Clear,Stable,Thursday,10,100.0451,0,0,50.0225,0.3625
Pune,Bike,Rainy,Recession,Saturday,4,53.0033,0,0,42.4027,0.1324
Chennai,Bike,Storm,Recession,Wednesday,17,51.129,1,0,40.9032,0.1366
Bengalore,Bike,Snowy,Stable,Monday,2,74.6059,0,0,71.3932,0.1334
Bengalore,Car,Hot,Booming,Sunday,16,24.1707,0,0,13.7334,0.2631
Delhi,Bike,Clear,Recession,Sunday,7,108.1593,0,0,98.3266,0.4539
Bengalore,Bike,Clear,Booming,Thursday,0,55.5994,0,0,78.9764,0.2028
Chennai,Car,Hot,Stable,Wednesday,7,22.8019,1,0,11.4009,0.4512
Delhi,Car,Clear,Recession,Thursday,12,47.5225,0,0,42.8594,0.2591
Kolkata,Car,Snowy,Stable,Sunday,16,23.9065,0,0,15.8868,0.0684
Chennai,Bike,Hot,Booming,Friday,0,90.7865,0,0,72.6292,0.5648
Mumbai,Bus,Snowy,Stable,Wednesday,8,30.9956,1,0,30.9956,0.3896
Mumbai,Bike,Hot,Recession,Wednesday,17,105.2653,1,0,84.2122,0.0344
Kolkata,Car,Rainy,Booming,Monday,6,19.6598,0,0,11.7582,0.1415
Delhi,Bike,Storm,Booming,Wednesday,0,40.92,0,0,39.1579,0.4504
Mumbai,Bus,Clear,Booming,Monday,3,92.5,0,0,92.5,0.6043
Mumbai,Bike,Rainy,Booming,Friday,14,107.6398,0,0,86.1118,0.6197
Mumbai,Car,Clear,Stable,Friday,16,73.4014,0,0,36.7007,0.387
Pune,Bike,Hot,Recession,Monday,20,48.2,0,0,42.8444,0.0536
Chennai,Bus,Snowy,Recession,Thursday,1,43.2326,0,0,43.2326,0.1924
Bengalore,Car,Snowy,Booming,Monday,12,73.2885,0,0,43.8329,0.2161
Pune,Bike,Rainy,Stable,Wednesday,10,44.9783,0,0,35.9827,0.1337
Pune,Bike,Snowy,Stable,Thursday,3,25.2068,0,0,20.1655,0.3179
Kolkata,Bike,Snowy,Recession,Thursday,4,45.3727,0,0,43.4188,0.0723
Pune,Bike,Rainy,Stable,Friday,22,86.4,0,0,78.049,0.1389
Chennai,Bike,Snowy,Stable,Tuesday,20,45.0472,0,0,40.0419,0.3455
Kolkata,Car,Snowy,Stable,Thursday,1,48.234,0,0,28.8481,0.0978
Pune,Car,Hot,Stable,Thursday,14,85.1017,0,0,42.5508,0.3351
Delhi,Bike,Hot,Recession,Sunday,13,105.6754,1,0,76.8549,0.2655
Bengalore,Bus,Storm,Recession,Monday,10,102.0654,0,0,122.0878,0.1516
Bengalore,Bike,Clear,Recession,Wednesday,10,100.243,0,0,91.13,0.0875
Bengalore,Bike,Storm,Recession,Sunday,12,76.4568,1,0,58.5316,0.1212
Bengalore,Bike,Hot,Booming,Saturday,4,80.5205,0,0,73.2004,0.161
Pune,Bike,Snowy,Stable,Tuesday,10,43.2389,0,0,34.5911,0.1793
Pune,Rickshaw,Snowy,Stable,Tuesday,6,61.8921,0,0,74.2705,0.3864
Delhi,Bike,Snowy,Stable,Wednesday,2,67.1771,0,0,64.2843,0.3508
Kolkata,Bike,Rainy,Booming,Friday,13,70.7109,0,0,67.6659,0.0466
Pune,Car,Storm,Stable,Saturday,18,69.9542,0,0,34.9771,0.2772
Pune,Bike,Hot,Recession,Friday,0,100.1862,0,0,80.1489,0.0978
Delhi,Bike,Snowy,Booming,Friday,18,79.6339,1,0,61.5795,0.349
Chennai,Bike,Clear,Stable,Sunday,10,88.2421,0,0,78.4374,0.497
Delhi,Bike,Rainy,Recession,Friday,2,53.0658,0,0,50.7807,0.1187
Mumbai,Rickshaw,Snowy,Stable,Tuesday,14,50.8566,0,0,61.0279,0.2398
Pune,Car,Clear,Booming,Thursday,9,55.0851,0,0,34.4282,0.1893
Mumbai,Bike,Storm,Stable,Thursday,13,40.5197,0,0,32.4158,0.5141
Mumbai,Bike,Hot,Recession,Friday,15,103.8543,0,0,83.0834,0.0165
Delhi,Bike,Storm,Recession,Saturday,16,111.915,0,0,107.0957,0.1466
Chennai,Bike,Rainy,Recession,Wednesday,10,50.3819,0,0,40.3055,0.2854
Chennai,Bus,Snowy,Booming,Saturday,17,24.2722,0,0,24.2722,0.5608
Bengalore,Bike,Hot,Booming,Thursday,1,73.485,0,0,66.8046,0.2087
Kolkata,Bike,Storm,Stable,Monday,17,91.2961,1,0,69.8918,0.0558
Delhi,Bike,Storm,Recession,Friday,2,48.8442,0,0,74.1919,0.1198
Delhi,Bike,Clear,Stable,Thursday,3,85.5838,0,0,77.8034,0.519
Pune,Bike,Clear,Booming,Tuesday,12,49.9632,0,0,39.9705,0.3373
Bengalore,Bike,Snowy,Recession,Sunday,21,51.9916,0,0,49.7527,0.1376
Delhi,Car,Hot,Stable,Tuesday,10,43.743,0,0,30.3771,0.9008
Bengalore,Bike,Snowy,Booming,Sunday,1,97.8252,0,0,93.6127,0.3429
Kolkata,Bike,Snowy,Stable,Monday,21,47.0237,0,0,38.4605,0.0429
Mumbai,Rickshaw,Clear,Recession,Wednesday,5,45.3184,0,0,54.3821,0.1297
Bengalore,Car,Snowy,Stable,Tuesday,16,36.5094,0,0,21.8357,0.1323
Chennai,Bike,Snowy,Booming,Thursday,18,69.984,1,0,65.4755,0.4268
Bengalore,Bike,Storm,Recession,Saturday,19,85.1855,0,0,81.5172,0.0811
Chennai,Bike,Snowy,Booming,Sunday,22,45.2286,0,0,36.1828,0.4583
Chennai,Rickshaw,Snowy,Booming,Wednesday,20,47.713,0,0,57.2556,0.8644
Kolkata,Car,Clear,Stable,Saturday,6,55.4688,0,0,31.5164,0.1555
Kolkata,Car,Rainy,Stable,Friday,22,63.5996,0,0,38.038,0.051
Pune,Bike,Clear,Stable,Wednesday,17,42.2868,1,0,33.8294,0.2082
Bengalore,Bike,Hot,Stable,Tuesday,1,100.4563,0,0,91.3239,0.2661
Kolkata,Car,Snowy,Booming,Wednesday,10,47.4498,0,0,28.379,0.0947
Mumbai,Car,Storm,Booming,Friday,5,84.0333,0,0,42.0167,0.5114
Delhi,Car,Storm,Booming,Thursday,3,77.089,0,0,46.1059,0.5756
Delhi,Car,Hot,Booming,Saturday,20,28.6814,0,0,16.2962,0.4457
Pune,Bus,Clear,Stable,Sunday,3,22.5928,0,0,22.5928,0.4479
Chennai,Bike,Snowy,Stable,Tuesday,21,24.7944,0,0,22.0395,0.6125
Kolkata,Bus,Storm,Stable,Thursday,21,36.4326,0,0,43.5797,0.0851
Mumbai,Bike,Rainy,Booming,Tuesday,6,37.6398,0,0,30.1119,0.3308
Pune,Bike,Rainy,Booming,Tuesday,2,86.4,0,0,79.3005,0.74
Kolkata,Bike,Rainy,Stable,Monday,11,51.2935,0,0,49.0847,0.1177
Delhi,Car,Hot,Recession,Tuesday,3,94.7513,0,0,53.836,0.1578
Kolkata,Car,Snowy,Recession,Thursday,12,75.2782,0,0,45.0229,0.0543
Pune,Bus,Snowy,Booming,Tuesday,14,65.6026,0,1,65.6026,0.2559
Mumbai,Bike,Clear,Booming,Thursday,19,100.3488,0,0,89.199,0.3479
Kolkata,Bike,Storm,Booming,Tuesday,3,26.6253,0,0,31.8485,0.1313
Mumbai,Car,Rainy,Recession,Saturday,5,72.9852,0,0,36.4926,0.1316
Kolkata,Bike,Storm,Recession,Thursday,20,30.2389,0,0,24.7323,0.0399
Chennai,Bike,Hot,Recession,Tuesday,22,31.2094,0,0,24.9675,0.2241
Chennai,Bus,Storm,Recession,Sunday,14,39.8653,1,0,39.8653,0.1738
Bengalore,Car,Rainy,Booming,Wednesday,0,45.0627,0,0,42.1115,0.2744
Mumbai,Rickshaw,Hot,Booming,Tuesday,1,59.4884,0,0,71.3861,0.1891
Mumbai,Car,Hot,Recession,Saturday,12,80.6777,1,0,40.3389,0.0992
Bengalore,Bike,Hot,Stable,Tuesday,22,45.473,0,0,41.3391,0.2901
Pune,Rickshaw,Storm,Recession,Friday,6,55.8839,0,0,67.0607,0.0461
Pune,Bike,Hot,Booming,Friday,7,76.8,1,0,65.7227,0.139
Delhi,Car,Snowy,Recession,Monday,15,26.254,0,0,15.7021,0.0758
Kolkata,Bike,Clear,Recession,Monday,4,35.3707,0,0,32.1552,0.0247
Delhi,Bike,Clear,Recession,Sunday,2,66.9705,0,0,60.8823,0.1681
Bengalore,Bike,Snowy,Stable,Thursday,1,64.8794,0,0,62.0856,0.1533
Bengalore,Bus,Hot,Recession,Sunday,23,76.6529,0,1,87.1056,0.0515
Delhi,Bike,Rainy,Booming,Tuesday,8,108.3456,1,0,86.4982,0.4048
Bengalore,Bike,Rainy,Recession,Saturday,10,79.8339,0,0,76.3961,0.0217
Pune,Bike,Clear,Recession,Sunday,6,85.567,0,0,68.4536,0.0287
Delhi,Bike,Hot,Booming,Thursday,4,27.5052,0,0,25.0048,0.5097
Chennai,Bike,Rainy,Recession,Tuesday,12,87.0936,0,0,69.6749,0.242
Kolkata,Car,Clear,Recession,Saturday,0,23.2522,0,0,13.2115,0.0393
Kolkata,Bike,Rainy,Recession,Tuesday,5,49.7048,0,0,47.5644,0.0335
Chennai,Bus,Hot,Recession,Saturday,4,39.9838,0,0,39.9838,0.105
Bengalore,Bike,Storm,Recession,Thursday,20,45.1651,0,0,40.0187,0.09
Chennai,Car,Hot,Booming,Monday,23,74.3884,0,0,37.1942,0.4685
Mumbai,Bike,Snowy,Stable,Tuesday,12,22.0087,0,0,17.6069,0.3256
Kolkata,Bike,Hot,Booming,Tuesday,12,36.4837,0,0,33.167,0.1213
Mumbai,Bike,Hot,Recession,Friday,1,94.3372,0,1,75.4698,0.0496
Kolkata,Car,Rainy,Booming,Thursday,1,77.3321,0,0,46.2513,0.0614
Pune,Bike,Snowy,Recession,Wednesday,0,13.0477,0,1,10.4381,0.0311
Bengalore,Car,Hot,Booming,Tuesday,2,40.8466,0,0,23.2083,0.2411
Chennai,Car,Snowy,Stable,Sunday,9,70.6589,0,0,35.3294,0.4539
Chennai,Car,Rainy,Stable,Monday,12,74.3534,0,0,37.1767,0.7162
Delhi,Bike,Storm,Stable,Thursday,23,84.8242,0,0,81.1715,0.3231
Pune,Bike,Storm,Stable,Monday,21,26.3311,0,0,26.006,0.2227
Pune,Bike,Storm,Recession,Monday,22,16.6047,0,0,13.2837,0.1197
Kolkata,Car,Hot,Recession,Wednesday,10,85.2575,0,0,53.8242,0.0633
Bengalore,Bike,Hot,Booming,Sunday,16,24.2344,0,0,22.0313,0.2919
Mumbai,Bike,Storm,Stable,Sunday,21,58.2756,0,0,46.6205,0.4661
Mumbai,Car,Clear,Booming,Thursday,4,96.2996,0,0,48.1498,0.4942
Bengalore,Rickshaw,Snowy,Stable,Monday,21,36.6283,0,0,52.5766,0.2256
Bengalore,Rickshaw,Rainy,Stable,Monday,15,42.534,0,0,61.0536,0.1378
Chennai,Bike,Rainy,Booming,Monday,17,23.3675,1,0,18.694,0.544
Mumbai,Bike,Clear,Stable,Monday,12,104.867,0,0,83.8936,0.262
Mumbai,Rickshaw,Clear,Stable,Sunday,3,59.727,0,0,71.6724,0.5584
Chennai,Car,Snowy,Recession,Tuesday,23,43.5363,0,0,21.7681,0.2775
Delhi,Bike,Rainy,Stable,Saturday,23,34.8278,0,0,33.3281,0.3489
Pune,Bike,Clear,Booming,Sunday,9,69.6788,0,0,55.7431,0.2721
Mumbai,Car,Rainy,Stable,Monday,18,32.1799,1,0,16.09,0.5988
Chennai,Bike,Hot,Stable,Wednesday,19,48.9957,0,0,43.5517,0.534
Mumbai,Car,Hot,Stable,Sunday,18,35.0688,0,0,17.5344,0.23
Kolkata,Car,Hot,Booming,Saturday,20,50.0042,0,0,28.4115,0.0849
